"subBasin","ET_resilienceExtABOVE","ecoregionLevelIII","ecoregionIII_ID","MaximumTemperature","MinimumTemperature","Precipitation","Runoff","SnowWaterEquivalent","SoilWaterStorage","EvaporativeDeficit","deciduousCover","evergreenCover","mixedCover","ET_resilienceExtBELOW","numbAboveAnomal","AboveIntensity","numbBelowAnomal","BelowIntensity"
1080107,0.00625,"Northern Appalachian and Atlantic Maritime Highlands",22,-1.18170262142151,-1.05287930799755,0.738039619646826,1.19777812977232,0.268807621371547,1.4198161516413,-1.00296383466951,0.0852642761879252,-0.698233230057275,1.68917401042216,0.03125,-0.637275054628573,0.479554321633809,-0.547033737597099,0.676268449361781
1080201,0.00625,"Northern Appalachian and Atlantic Maritime Highlands",22,-0.771620094271959,-0.565319568938446,0.499773081825591,0.66406103951228,-0.2612142697551,0.455166645721202,-0.849186763410144,-0.18238613352608,-0.676198214026675,2.30710202502045,0.041666667,-0.637275054628573,0.438860873648936,-0.547033737597099,0.838247413909085
1080202,0.00625,"Northern Appalachian and Atlantic Maritime Highlands",22,-0.842118854507831,-0.713482980191517,0.521299646901193,0.754445711735404,-0.194362472015853,0.175471804395801,-0.859350890988215,-0.563762183032023,-0.407297228988258,2.53954578408459,0.041666667,-0.637275054628573,0.424844264930713,-0.547033737597099,0.882985307670264
1080203,0.00625,"Northern Appalachian and Atlantic Maritime Highlands",22,-1.18417763282578,-0.902518923749829,0.890813116851212,1.35368666745382,0.258102880865069,1.3959509801828,-1.00227288947211,0.109040284364652,-0.930881208696505,2.2637373606722,0.03125,-0.637275054628573,0.545970132689767,-0.547033737597099,0.671461256568272
1080204,0.00625,"Northeastern Coastal Zone",35,-0.752765439761117,-0.522846348032374,0.571902978033384,0.730144188942021,-0.284150832081103,0.52856498207738,-0.864078663423902,0.284235624630399,-0.855424043091451,1.61401613120168,0.041666667,-0.637275054628573,0.362594560545967,-0.547033737597099,0.888571237508728
1080205,0.00625,"Northeastern Coastal Zone",35,-0.494901251053915,-0.166528785063427,0.653104649025786,0.720255362170831,-0.351681931480359,0.480957164300833,-0.759758371052641,1.22238728929951,-1.14451575019686,0.0261568057359932,0.022321429,-0.637275054628573,0.212320713016098,0.271594078859719,-0.304978895455042
1080206,0.00625,"Northern Appalachian and Atlantic Maritime Highlands",22,-0.899486135466244,-0.632042292480222,0.808761935359301,1.08075505702462,-0.154461264086327,0.762599441208395,-0.943004455623318,0.0396489538597032,-1.11049579001793,2.92962082816786,0.03125,-0.637275054628573,0.552952629986194,-0.547033737597099,0.728048255881444
1080207,0.00625,"Northern Appalachian and Atlantic Maritime Highlands",22,-0.755092881888903,-0.471353854902327,0.773919237493355,0.960846925307202,-0.249909699849172,0.661960344824113,-0.896158673129137,0.192214960653868,-1.0934832047217,2.49669774333785,0.018382353,-0.637275054628573,0.42535243166579,0.271594078859719,-0.329584970595962
1090001,0.00625,"Northeastern Coastal Zone",35,-0.538759110937129,-0.0698294547375178,0.601505661774312,0.730898027815158,-0.292431074400754,0.295921908386047,-0.643851585902625,0.141275828369667,-0.782037837971847,1.77594389761091,0.05,-0.637275054628573,-0.267810998921173,-0.456075091324119,0.800240763057202
1090002,0.00625,"Atlantic Coastal Pine Barrens",64,-0.623779958583815,0.16184480274424,0.577213597940235,0.765735223058377,-0.0537594146267859,-0.130859145530547,-0.57407954736134,-0.38117776903692,-0.242556110462582,1.62748793130119,0.027777778,-0.637275054628573,-0.288452395383533,-0.456075091324119,0.908484729133596
1090003,0.00625,"Northeastern Coastal Zone",35,-0.579904164466766,-0.317149135824703,0.653340558913235,0.794532264333803,-0.317325668501027,0.378500138483326,-0.749726342392056,0.75215524859357,-1.07170635323897,1.01875349187872,0.041666667,-0.637275054628573,0.0272867299328961,-0.456075091324119,0.804926084056249
1090004,0.00625,"Northeastern Coastal Zone",35,-0.500102883875232,-0.0171501844468244,0.652042114913561,0.759839800120755,-0.318809675379202,0.291598001202044,-0.665180214574374,0.290998384087127,-0.788500765111796,1.41427884777152,0.041666667,-0.637275054628573,0.0353076929679308,-0.547033737597099,0.919288455776174
1090005,0.00625,"Northeastern Coastal Zone",35,-0.539339319840208,-0.0154549546562772,0.652624174812785,0.771650201589429,-0.2810699989085,0.328181239093476,-0.691394584003681,0.624397672413014,-0.984443323339368,1.10430483010376,0.026595745,-0.637275054628573,0.290062253494898,0.271594078859719,-0.266009474997944
1100001,0.00625,"Northeastern Coastal Zone",35,-0.609786178530138,-0.364173713128424,0.686553664922407,0.8305592699418,-0.305542705344661,0.53060487693697,-0.79909391069465,0.563804251246286,-1.03423312916709,1.39366412878618,0.025568182,-0.637275054628573,0.298560071219315,0.18063543258674,-0.201521057370045
1100002,0.00625,"Northeastern Coastal Zone",35,-0.636557585288395,-0.35812886861362,0.693688195750273,0.828670447010563,-0.317209767651721,0.5824219228352,-0.834846955504189,0.943486456548991,-1.09763838657459,0.604801992392082,0.023706897,-0.637275054628573,0.320821745570474,0.362552725132699,-0.363694328668339
1100003,0.00625,"Northeastern Coastal Zone",35,-0.488364492154783,-0.0860245844470426,0.73928526617775,0.841498590351661,-0.295684202236542,0.436656566444877,-0.745727843428253,1.30337234266902,-1.16181896262006,-0.131793632596959,0.028645833,-0.637275054628573,0.28569191555314,0.362552725132699,-0.361303237236903
1100004,0.00625,"Northeastern Coastal Zone",35,-0.440825020824752,0.00727222040821449,0.703081919017385,0.751018809126883,-0.286452691283321,0.568442271026804,-0.741900731251133,1.3773958097645,-1.1580559961078,-0.329588481904956,0.025,-0.637275054628573,0.140895492494464,0.271594078859719,-0.347863024314976
1100005,0.00625,"Northern Appalachian and Atlantic Maritime Highlands",22,-0.708749831497881,-0.40351660712019,0.660575997166548,0.78545968685953,-0.29192413713353,0.711951609999685,-0.890410539586737,0.912666042153533,-1.09431878230024,0.673823108833961,0.021226415,-0.637275054628573,0.45066424935228,0.18063543258674,-0.336816324125785
1100006,0.00625,"Northeastern Coastal Zone",35,-0.370023256004914,0.158695581833698,0.727539076389388,0.696339170078572,-0.385097157619464,0.488086032965986,-0.746779252578548,1.18314927436724,-1.15518455709109,0.154671007417498,0.017647059,-0.637275054628573,0.00122173435269274,0.453511371405679,-0.542272556204965
1110000,0.03125,"Northern Appalachian and Atlantic Maritime Highlands",22,-1.48214960460589,-1.20944828472746,0.412483001476764,0.944156450660151,0.515779042625948,1.34539848799569,-1.04894889243466,0.169834817822681,-0.660796862194525,1.37277949982513,0.029411765,-0.45660593226592,0.00519906151278146,-0.274157798778159,-0.670685783707691
2010001,0.00520833333333333,"Eastern Great Lakes Lowlands",39,-0.916411798362304,-0.742090998617544,0.215197901847675,0.375073153555092,-0.143343195224119,0.707390082754066,-0.862877922304089,0.50060671930941,-0.538222450018573,0.200365722671389,0.0375,-0.45660593226592,0.281881143237149,-0.0922405062321997,-0.356798015985704
2010002,0.00595238095238095,"Eastern Great Lakes Lowlands",39,-1.11160303255344,-0.890285543821701,0.351132370318076,0.639613213222077,0.0325327279123717,1.22754626134398,-0.946048628399838,0.649525788995208,-0.815873868523162,0.580692965290551,0.035,-0.45660593226592,0.0218901138724041,-0.00128185995921993,-0.473561412790306
2010003,0.00595238095238095,"Northern Appalachian and Atlantic Maritime Highlands",22,-1.28860286202606,-0.991487136220864,0.311681403737333,0.671426604203565,0.149522390563609,1.48422821353663,-0.987517431665378,0.266694438381804,-0.815130846299676,1.54851128309325,0.052083333,-0.45660593226592,-0.0937280499872442,-0.183199152505179,-0.587266356126603
2010004,0.00595238095238095,"Northern Appalachian and Atlantic Maritime Highlands",22,-1.20866776384969,-0.950717160020829,0.110311464358087,0.40643788420741,0.0329729236981845,1.16863772717293,-0.896873399356761,0.0876169215051453,-0.348000018147705,0.727578102702705,0.044642857,-0.637275054628573,0.325995205761079,-0.183199152505179,-0.628919051920103
2010005,0.0208333333333333,"Northern Appalachian and Atlantic Maritime Highlands",22,-1.2411864271447,-0.859026329021632,0.209886969792732,0.4981799142756,0.0894595917689819,1.04031877283347,-0.93995381946097,0.39689396792679,-0.741384836263736,1.01744918716162,0.03125,-0.637275054628573,0.0707947753988993,-0.183199152505179,-0.718862330847961
2010006,0.00595238095238095,"Northern Appalachian and Atlantic Maritime Highlands",22,-1.21444715783634,-0.893649687895473,0.0282421899163498,0.264716661572123,-0.0392176972686584,0.90645163441143,-0.910581209730189,0.365637053209195,-0.319453237401378,-0.0546360176223027,0.046875,-0.637275054628573,0.207810015104943,-0.0922405062321997,-0.74259176505556
2010007,0.0208333333333333,"Northern Appalachian and Atlantic Maritime Highlands",22,-1.31481459236096,-0.925592939732687,0.408004084814453,0.785656543863372,0.225877601627213,1.39530500031013,-1.00245318224933,0.488638167405252,-0.822524432248106,1.00642410969664,0.034722222,-0.637275054628573,0.0157194949576187,-0.183199152505179,-0.759005170794904
2020001,0.00595238095238095,"Northern Appalachian and Atlantic Maritime Highlands",22,-1.28766351692203,-1.15786994576024,0.451712279425432,0.906356100907308,0.325742317502919,1.42156285248418,-1.01092829361299,0.297723007818483,-0.336931867186033,0.165105677050771,0.0375,-0.637275054628573,0.981869216886131,-0.0922405062321997,-0.461755872192979
2020002,0.00595238095238095,"Northern Appalachian and Atlantic Maritime Highlands",22,-1.19135067679462,-0.945386046499569,0.669763499533099,1.07481792485248,0.302030351772215,1.14295500253441,-0.999762526277266,0.640794493660634,-0.644252918824214,0.134532615768876,0.025,-0.637275054628573,1.30995137272347,-0.547033737597099,0.808830238034693
2020003,0.00531914893617021,"Northern Appalachian and Atlantic Maritime Highlands",22,-0.90132894928517,-0.653022872668918,0.411003966580061,0.593272742567048,-0.157012440447378,0.585716636765897,-0.885941987253705,0.454084097564201,-0.807819342558562,1.05383778730832,0.025,-0.45660593226592,0.471664381628655,-0.547033737597099,0.628090442838738
2020004,0.00595238095238095,"Eastern Great Lakes Lowlands",39,-1.04212810794191,-0.668121842026383,0.536152336603498,0.780582515857231,0.0282405234189644,0.875834909560503,-0.941188397529089,0.688234912552816,-0.786036989917859,0.401217205051183,0.025,-0.637275054628573,0.987455683639256,-0.547033737597099,0.694725221274054
2020005,0.00520833333333333,"Northern Allegheny Plateau",31,-0.99440647422626,-0.768331673688376,0.245743235787704,0.450766164899296,-0.22150638098855,0.566328584677505,-0.884221563478138,0.105419504327057,-0.808536188161414,1.93908311044286,0.025,-0.45660593226592,0.457258574878263,-0.547033737597099,0.844856440625267
2020006,0.00531914893617021,"Northeastern Coastal Zone",35,-0.739279490035226,-0.501892336536879,0.361441637690612,0.462589264752127,-0.294676048605588,0.377115429714316,-0.823067452013973,0.651520941137978,-1.00760630620417,1.09879392419739,0.025,-0.45660593226592,0.314473057952442,-0.547033737597099,0.706647839210382
2020007,0.00543478260869565,"Ridge and Valley",67,-0.555582840210876,-0.256777896545712,0.559342624548786,0.59095835533668,-0.354204622274436,0.445127913884976,-0.822474670975831,1.04511130028333,-1.11408272130057,0.392220238404411,0.025,-0.637275054628573,0.160240113633764,-0.547033737597099,0.697638031465301
2020008,0.00595238095238095,"Northeastern Coastal Zone",35,-0.441660238056149,-0.239460322625041,0.50215105560742,0.496430687650403,-0.378620709300953,0.3919849433111,-0.783331068779579,1.46904379627873,-1.15670927122358,-0.565439518642983,0.025,-0.637275054628573,0.147729532932133,-0.547033737597099,0.634483268005861
2030101,0.00595238095238095,"Northeastern Coastal Zone",35,-0.377603567095527,0.0678671889717965,0.714564745758268,0.673550365653076,-0.385004670534179,0.481247890263222,-0.781419223043015,1.43909987912355,-1.15577825455145,-0.492121447795817,0.025,-0.637275054628573,0.110523941286051,-0.547033737597099,0.662893736641759
2030102,0.00595238095238095,"Northeastern Coastal Zone",35,-0.290095421826973,0.392266533857339,0.624464889237909,0.513382433153962,-0.384005506894429,0.308932024442257,-0.66011979850172,1.34929524619232,-1.12182490678936,-0.357258989541971,0.019230769,-0.637275054628573,-0.13599600947584,-0.0922405062321997,-0.459598253851448
2030103,0.00543478260869565,"Northern Piedmont",9,-0.348757429308209,-0.00706674823627775,0.733921429783027,0.707581602868506,-0.379013481780821,0.203929367328528,-0.791192594668915,1.4445325653266,-1.1596873734974,-0.495218037349937,0.025,-0.637275054628573,-0.0240340344727369,-0.547033737597099,0.806056864216163
2030104,0.0123546511627907,"Atlantic Coastal Pine Barrens",64,-0.166179237203203,0.45129099832413,0.567202856304005,0.398791096199061,-0.279035535289311,0.242720218338466,-0.655100459955607,1.29841457015922,-1.14085053735971,-0.176447676923396,0.0140625,2.25343090317389,-1.44427343389493,0.18063543258674,-0.601185228797127
2030105,0.0116279069767442,"Northern Piedmont",9,-0.194336269483033,0.0322282698881375,0.631048207804792,0.530972900152466,-0.378634330157936,0.328562576419305,-0.768596944111346,1.39214608329339,-1.14126555297761,-0.412769983022654,0.014322917,2.07276178081123,-1.46664724481177,0.362552725132699,-0.612586557286242
2030201,0.00595238095238095,"Atlantic Coastal Pine Barrens",64,-0.367580572166138,0.405403059464908,0.536584350619021,0.509259596085851,-0.179067581664721,0.229421947557227,-0.582478967057749,0.564597835598495,-1.15071103041689,1.70947180883908,0.018939394,-0.637275054628573,-0.267920978256152,0.271594078859719,-0.571553112833509
2030202,0.00595238095238095,"Atlantic Coastal Pine Barrens",64,-0.409671775352324,0.402590037753745,0.543953230593885,0.598421965300813,-0.0628291026620221,-0.404535176702747,-0.498373034145929,0.644487438298923,-0.647022806904133,0.132734928909235,0.020220588,-0.637275054628573,-0.176969025257911,0.362552725132699,-0.588142523431689
2040101,0.005,"Northern Allegheny Plateau",31,-0.923133927847024,-0.686190476033666,0.429491119244234,0.619362271767982,-0.253517246834039,0.158072309969027,-0.918361233513803,0.98122371128284,-1.10905780115616,0.540358999608927,0.03125,-0.45660593226592,0.136906327360066,-0.547033737597099,1.0036963036428
2040102,0.00595238095238095,"Northern Appalachian and Atlantic Maritime Highlands",22,-1.11411605914681,-0.837617730192043,0.543996853025017,0.859189174242119,-0.129965272065557,0.111894409713717,-0.974049157807331,0.961948790639552,-1.10756151501395,0.585106393504806,0.025,-0.637275054628573,0.474677492224586,-0.547033737597099,1.01995891583058
2040103,0.005,"North Central Appalachians",20,-0.906944257706698,-0.653034131528485,0.420377254199472,0.59717504698434,-0.252946687459563,0.345425585870902,-0.894166562450275,1.07598907585979,-1.13338624482311,0.366667048539026,0.025,-0.45660593226592,-0.0534588960699891,-0.547033737597099,0.977666025449157
2040104,0.00543478260869565,"North Central Appalachians",20,-0.757324149311355,-0.43634738623292,0.635468433219167,0.773026859996467,-0.282552190766208,0.204980617775297,-0.882135269768474,0.774825522885609,-1.07043682024883,0.957857748565103,0.035714286,-0.637275054628573,0.119444732548827,-0.456075091324119,0.779486434489343
2040105,0.00543478260869565,"Northern Appalachian and Atlantic Maritime Highlands",22,-0.31001656121786,-0.110225198471878,0.613981401963767,0.555785846924177,-0.387886677956289,0.414327108450323,-0.815167716808167,1.45615029624197,-1.16083333702107,-0.521522971357843,0.027777778,-0.637275054628573,-0.12554719437286,-0.456075091324119,0.714318899415871
2040106,0.00543478260869565,"Ridge and Valley",67,-0.599338410005132,-0.304887588967511,0.684629045504207,0.750479611268913,-0.329803219481299,0.34043301418467,-0.881742105577247,1.05034078261304,-1.0776899801228,0.27967198893736,0.041666667,-0.637275054628573,0.0938244003015056,-0.456075091324119,0.867186837831762
2040201,0.00657894736842105,"Northern Piedmont",9,-0.0645146442609911,0.260137368511661,0.537323248532771,0.322410513244768,-0.385364306072588,0.425561307236566,-0.715420324102791,1.3173526578034,-1.09013218049493,-0.362813063387166,0.01744186,-0.637275054628573,-0.25430720198016,0.453511371405679,-0.628250610856982
2040202,0.00657894736842105,"Atlantic Coastal Pine Barrens",64,0.011634706674434,0.43690301447583,0.509271723885671,0.242131130850872,-0.396070885184545,0.328776831260354,-0.632101084378023,0.536628978936883,-0.698969259222457,0.547717661146144,0.013888889,-0.637275054628573,-0.318961731370054,0.726387310224618,-0.609806163092552
2040203,0.00520833333333333,"Northern Piedmont",9,-0.26671615974324,0.0247434227731667,0.56191892982048,0.464051289141117,-0.376778959837918,0.291653952452631,-0.747540663220788,1.12683467611283,-1.15552233144122,0.29825722172285,0.0625,-0.637275054628573,-0.0155599801361988,-0.456075091324119,0.718285850260948
2040205,0.00543478260869565,"Northern Piedmont",9,-0.0756805505227062,0.291366169357987,0.485389649109471,0.260016472849973,-0.386563841819252,0.631556208252181,-0.672891908870503,0.659354974599892,-1.15360575674264,1.47731729794757,0.014772727,-0.637275054628573,-0.275320178501527,0.544470017678659,-0.498226916338853
2040206,0.00932835820895522,"Atlantic Coastal Pine Barrens",64,0.0712631428045065,0.453328875641918,0.375255115504646,0.0993745514436034,-0.408027688335081,0.285990741195341,-0.524100741022708,0.374788393634649,-0.97552441901967,1.71231657908018,0.020833333,1.89209265844858,-1.5894463875048,-0.547033737597099,0.666736050069797
2040207,0.0135416666666667,"Middle Atlantic Coastal Plain",49,0.195359652030236,0.580354486187351,0.443686924504672,0.0853323724775184,-0.404652388087741,0.374178579494612,-0.547317992181734,0.217091076803637,-0.771071697519152,1.55395547519519,0.041666667,1.53075441372327,-1.44428033768093,-0.547033737597099,1.04018870842525
